page,country,rev_id,population,region,article_quality
Fauzi Abdul Rahman,Malaysia,798143123,32.781,ASIA,Stub
Bartolomeo Arese,Italy,798144016,60.29600000000001,EUROPE,Stub
Frank Engel (politician),Luxembourg,798144920,632.0,EUROPE,Start
"William I, Count of Nassau-Dillenburg",Netherlands,798145701,17.467,EUROPE,Start
Tan Cheng Lock,Malaysia,798146189,32.781,ASIA,C
Minister of State (Monaco),Monaco,798147963,38.0,EUROPE,Start
Stephen Dawson (politician),Australia,798148585,25.754,OCEANIA,Start
Amber-Jade Sanderson,Australia,798151306,25.754,OCEANIA,Start
Kate Doust,Australia,798151589,25.754,OCEANIA,Start
National Party of Australia – NSW,Australia,798152022,25.754,OCEANIA,C
Abdul Malik Baloch,Pakistan,798152161,220.94,ASIA,C
Prime Minister of Burundi,Burundi,798157270,11.866,AFRICA,Start
Vice-President of Burundi,Burundi,798157352,11.866,AFRICA,Start
Gaki Sherocho,Ethiopia,798157386,114.916,AFRICA,Start
Lu Banglie,China,798157645,1402.385,ASIA,Stub
Gong Weiguo,China,798157815,1402.385,ASIA,Start
Li Zuopeng,China,798159736,1402.385,ASIA,Stub
Yao Wenyuan,China,798160188,1402.385,ASIA,Start
Anna Maria Corazza Bildt,Sweden,798160331,10.377,EUROPE,Start
Chen Changhao,China,798160627,1402.385,ASIA,B
Wei Heng,China,798162573,1402.385,ASIA,C
Yan Hongyan,China,798162852,1402.385,ASIA,Start
Zhang Qinqiu,China,798163083,1402.385,ASIA,C
Yu Xinqing,China,798163137,1402.385,ASIA,C
Zhou Xiaozhou,China,798163346,1402.385,ASIA,Stub
Clay Davis,United States,798164565,329.87800000000004,NORTHERN AMERICA,C
Sanja Damjanović,Montenegro,798165024,622.0,EUROPE,Start
Mohammad-Javad Azari Jahromi,Iran,798165401,84.15,ASIA,Start
George Landrith,United States,798165504,329.87800000000004,NORTHERN AMERICA,Start
Fredenil Castro,Philippines,798166384,109.581,ASIA,Stub
Hermes Lima,Brazil,798166745,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Francisco de Paula Brochado da Rocha,Brazil,798166769,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Gillian Merron,United Kingdom,798169463,67.16,EUROPE,C
Adrian Severin,Romania,798172955,19.241,EUROPE,Start
Gobana Dacche,Ethiopia,798173583,114.916,AFRICA,C
H.S. Dillon,Indonesia,798173848,271.73900000000003,ASIA,Start
Godfrey Gitahi Kariuki,Kenya,798174028,53.528,AFRICA,Stub
Vicky Hadjivassiliou,Greece,798176360,10.7,EUROPE,Stub
Zhang Miao,China,798176747,1402.385,ASIA,C
Arisoa Razafitrimo,Madagascar,798181135,27.691,AFRICA,Stub
List of Presidents of Togo,Togo,798182208,8.279,AFRICA,C
Alexander Shishkov,Russia,798183669,146.733,EUROPE,Stub
Gábor Hraskó,Hungary,798186075,9.767000000000001,EUROPE,C
Ryszard Schnepf,Poland,798188604,38.368,EUROPE,Stub
Vitaly Churkin,Russia,798192948,146.733,EUROPE,C
"Auguste-Louis-Albéric, prince d'Arenberg",France,798195441,64.94,EUROPE,Start
"Members of the House of Assembly of Papua and New Guinea, 1964–1968",Papua New Guinea,798195519,8.95,OCEANIA,Start
Hans Martin Sutermeister,Switzerland,798197920,8.634,EUROPE,C
Jorge García Carneiro,Venezuela,798198733,28.645,LATIN AMERICA AND THE CARIBBEAN,Stub
Ildikó Pelczné Gáll,Hungary,798199492,9.767000000000001,EUROPE,Start
Larisa Lee,Australia,798199586,25.754,OCEANIA,C
Felipe Quispe,Bolivia,798199983,11.633,LATIN AMERICA AND THE CARIBBEAN,Start
List of Italian religious minority politicians,Italy,798200492,60.29600000000001,EUROPE,B
Ramiz Mehdiyev,Azerbaijan,798200518,10.107999999999999,ASIA,Start
List of heads of state of Niger,Niger,798200725,24.189,AFRICA,Start
Harry Anastasiou,Cyprus,798200888,1.207,ASIA,C
Harry Cohen,United Kingdom,798200974,67.16,EUROPE,Start
Olivier Giscard d'Estaing,France,798203350,64.94,EUROPE,Stub
Michel Aikpé,Benin,798209100,12.209000000000001,AFRICA,Stub
Abderrahim Zouari,Tunisia,798212540,11.895999999999999,AFRICA,Start
Herman Diamand,Poland,798213194,38.368,EUROPE,Start
Sadao Araki,Japan,798216733,125.96700000000001,ASIA,C
Hilary Minc,Poland,798216971,38.368,EUROPE,Start
Bedia Afnan,Iraq,798224171,39.725,ASIA,Stub
Sam Ongeri,Kenya,798227232,53.528,AFRICA,Start
Nasser Moghadam,Iran,798227908,84.15,ASIA,Start
Richard Schmitz,Austria,798228125,8.914,EUROPE,Stub
Ion Balan,Moldova,798230199,3.535,EUROPE,Stub
Kenneth Lusaka,Kenya,798231185,53.528,AFRICA,Start
Élie Bloncourt,France,798232341,64.94,EUROPE,B
Honoré Jackson,Canada,798234685,38.19,NORTHERN AMERICA,Start
Osman Saifullah,Pakistan,798234928,220.94,ASIA,Start
Pedro Cosio Masden,Uruguay,798235339,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Heera Saraniya,India,798236459,1400.1,ASIA,Start
Hossein Nejabat,Iran,798239222,84.15,ASIA,Stub
Hou Yuon,Cambodia,798241496,15.497,ASIA,C
Paul Ulenbelt,Netherlands,798241930,17.467,EUROPE,Stub
John J. Carson,United States,798242765,329.87800000000004,NORTHERN AMERICA,Stub
Howard Epstein,Canada,798245817,38.19,NORTHERN AMERICA,Start
Hsieh Chi-ta,Taiwan,798247985,23.61,ASIA,C
Isaac Matongo,Zimbabwe,798248963,14.863,AFRICA,Stub
Nicolás Eyzaguirre,Chile,798248989,19.47,LATIN AMERICA AND THE CARIBBEAN,Start
Hubert Maga,Benin,798248992,12.209000000000001,AFRICA,FA
Viola Burnham,Guyana,798250283,787.0,LATIN AMERICA AND THE CARIBBEAN,Stub
Russell Pearce,United States,798250934,329.87800000000004,NORTHERN AMERICA,GA
Hugh Segal,Canada,798251516,38.19,NORTHERN AMERICA,C
Nicolae Rainea,Romania,798255786,19.241,EUROPE,Start
Bernd Heynemann,Germany,798256520,83.3,EUROPE,Stub
Josphat Nanok,Kenya,798257112,53.528,AFRICA,Stub
Salim Mvurya,Kenya,798257731,53.528,AFRICA,Start
Stefanos Stefanopoulos,Greece,798258487,10.7,EUROPE,Stub
Huntington family,United States,798258646,329.87800000000004,NORTHERN AMERICA,Start
Abbas Salehi,Iran,798259646,84.15,ASIA,Stub
Anders Olsen,Denmark,798260839,5.829,EUROPE,Stub
André Elissen,Netherlands,798262130,17.467,EUROPE,Stub
Kassim Al-Rimawi,Palestinian Territory,798262559,5.008,ASIA,Start
Alexi Ivanov,Bulgaria,798263072,6.9270000000000005,EUROPE,Start
George Hees,Canada,798263505,38.19,NORTHERN AMERICA,C
Hyppolite Ramaroson,Madagascar,798265033,27.691,AFRICA,C
Héctor Gramajo,Guatemala,798265661,18.066,LATIN AMERICA AND THE CARIBBEAN,Start
Hüseyin Kalkan,Turkey,798265875,83.73700000000001,ASIA,Start
Hồ Văn Nhựt,Vietnam,798265985,96.209,ASIA,C
Martins Azubuike,Nigeria,798266586,206.14,AFRICA,Stub
Mateusz Szczurek,Poland,798266966,38.368,EUROPE,Start
Víctor Joy Way,Peru,798270157,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Ernesto Nathan,Italy,798272218,60.29600000000001,EUROPE,Start
Ronald D. Castille,United States,798274511,329.87800000000004,NORTHERN AMERICA,C
Vladimir Gutenev,Russia,798276161,146.733,EUROPE,Stub
Ri Su-yong,"Korea, North",798276165,25.779,ASIA,GA
Muhammad Ali (politician),Pakistan,798276380,220.94,ASIA,Start
Margaret I of Denmark,Norway,798280487,5.3870000000000005,EUROPE,FA
Ian Wachtmeister,Sweden,798282255,10.377,EUROPE,Start
Ibrahim Abu-Lughod,Palestinian Territory,798282902,5.008,ASIA,C
Ibrahim Kefas,Nigeria,798282992,206.14,AFRICA,Stub
Ibrahim Mohammad Bahr al-Ulloum,Iraq,798283015,39.725,ASIA,Stub
Chen Tien,Malaysia,798284140,32.781,ASIA,Stub
George Washington Adams,United States,798284432,329.87800000000004,NORTHERN AMERICA,C
Lim Chong Eu,Malaysia,798285613,32.781,ASIA,C
Idriss Déby,Chad,798286150,16.877,AFRICA,C
Ignacio Pichardo Pagaza,Mexico,798287898,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Ignaz Trebitsch-Lincoln,United Kingdom,798288085,67.16,EUROPE,C
Igor Šoltes,Slovenia,798288705,2.103,EUROPE,Start
Ihab Al-Mismari,Libya,798288804,6.891,AFRICA,Stub
Ijuin Hikokichi,Japan,798288923,125.96700000000001,ASIA,C
Valentine Rugwabiza,Rwanda,798289991,12.952,AFRICA,Start
Paul Abine Ayah,Cameroon,798291552,26.598000000000003,AFRICA,Start
Pirro Dodbiba,Albania,798292485,2.838,EUROPE,C
Juozas Gabrys,Lithuania,798302144,2.7939999999999996,EUROPE,C
Kamran Bagheri Lankarani,Iran,798303359,84.15,ASIA,Stub
Michel Micombero,Burundi,798305592,11.866,AFRICA,GA
Jim Gilchrist,United States,798306105,329.87800000000004,NORTHERN AMERICA,C
Talat Xhaferi,Albania,798306442,2.838,EUROPE,Start
Ashok Jugnauth,Mauritius,798309009,1.265,AFRICA,Start
Cristovam Buarque,Brazil,798309540,211.812,LATIN AMERICA AND THE CARIBBEAN,C
George W. Ashburn,United States,798311879,329.87800000000004,NORTHERN AMERICA,C
Sunila Devi,India,798314604,1400.1,ASIA,Start
Roger Karoutchi,France,798315067,64.94,EUROPE,Start
Dola Sen,India,798317896,1400.1,ASIA,Stub
Zheng Bijian,China,798318624,1402.385,ASIA,C
Julius Kipyegon Kones,Kenya,798320897,53.528,AFRICA,Start
Irina Yarovaya,Russia,798326587,146.733,EUROPE,Start
Fredrick Richard Senanayake,Sri Lanka,798328347,21.936999999999998,ASIA,Start
Irvine Patnick,United Kingdom,798328772,67.16,EUROPE,C
Kulikoyela Kahigi,Tanzania,798328801,59.733999999999995,AFRICA,Stub
Athar Ali (politician),Pakistan,798330441,220.94,ASIA,Stub
Jeanne Mélin,France,798330903,64.94,EUROPE,C
Islah Jad,Palestinian Territory,798331360,5.008,ASIA,Start
Ismail Ali Abokor,Somalia,798333563,15.892999999999999,AFRICA,Stub
Ismaël Touré,Guinea,798333674,12.56,AFRICA,C
Ismet Popovac,Bosnia-Herzegovina,798333700,3.281,EUROPE,FA
Dan Goldstick,Canada,798334711,38.19,NORTHERN AMERICA,C
Aminuddin Harun,Malaysia,798334920,32.781,ASIA,Stub
István Friedrich,Hungary,798335272,9.767000000000001,EUROPE,FA
István Oláh,Hungary,798335314,9.767000000000001,EUROPE,Start
Ivan Rikard Ivanović,Croatia,798337761,4.02,EUROPE,Start
Dharambir,India,798337847,1400.1,ASIA,Stub
Ivar Nørgaard,Denmark,798338069,5.829,EUROPE,Stub
Iyad bin Amin Madani,Saudi Arabia,798338627,35.041,ASIA,C
J. B. Salsberg,Canada,798339304,38.19,NORTHERN AMERICA,C
J. Steven Griles,United States,798341059,329.87800000000004,NORTHERN AMERICA,C
J. W. Robinson (mayor),United States,798341137,329.87800000000004,NORTHERN AMERICA,Start
Jack Davis (industrialist),United States,798343125,329.87800000000004,NORTHERN AMERICA,GA
Masoud Pezeshkian,Iran,798343576,84.15,ASIA,Start
Renée Slotopolsky de Epelbaum,Argentina,798344086,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Jack Marshall (Canadian politician),Canada,798344195,38.19,NORTHERN AMERICA,Start
Wang Mang,China,798344471,1402.385,ASIA,C
Jack Ramsay (politician),Canada,798344600,38.19,NORTHERN AMERICA,Start
Élisabeth de Mac Mahon,France,798346048,64.94,EUROPE,Start
Phuong Ngo,Australia,798346879,25.754,OCEANIA,C
Gyude Bryant,Liberia,798346883,5.058,AFRICA,C
Jacques Dicker,Switzerland,798347714,8.634,EUROPE,Start
Jacques Rueff,Monaco,798348058,38.0,EUROPE,Start
Nikša Gradi,Hungary,798348854,9.767000000000001,EUROPE,Start
Jaime Ongpin,Philippines,798349303,109.581,ASIA,Stub
Jaime Serrano Cedillo,Mexico,798349325,127.792,LATIN AMERICA AND THE CARIBBEAN,C
Jama Korshel,Somalia,798350712,15.892999999999999,AFRICA,Start
Chandra Mohan Thambirajah,Malaysia,798351135,32.781,ASIA,Stub
Jamby Madrigal,Philippines,798351202,109.581,ASIA,C
Wilber Otichilo,Kenya,798351355,53.528,AFRICA,Stub
Irma Rapuzzi,France,798352101,64.94,EUROPE,Stub
Lucien Paye,France,798353093,64.94,EUROPE,Stub
James Churchill Vaughan,Nigeria,798353163,206.14,AFRICA,Start
René Nicolas Charles Augustin de Maupeou,France,798353909,64.94,EUROPE,C
James E. West (politician),United States,798354186,329.87800000000004,NORTHERN AMERICA,C
Nzamba Kitonga,Kenya,798355131,53.528,AFRICA,Stub
James Herman De Ricci,United Kingdom,798355984,67.16,EUROPE,Stub
James J. Reynolds,United States,798356368,329.87800000000004,NORTHERN AMERICA,Start
James Johnson (minister),Nigeria,798356435,206.14,AFRICA,Start
Pascal Lissouba,Congo,798358580,5.518,AFRICA,C
James Pasternak,Canada,798358913,38.19,NORTHERN AMERICA,Start
List of mayors of Bujumbura,Burundi,798359354,11.866,AFRICA,Stub
John Newman (Australian politician),Australia,798359407,25.754,OCEANIA,Start
James R. Tanner,United States,798359416,329.87800000000004,NORTHERN AMERICA,GA
Victor de Laveleye,Belgium,798359532,11.515,EUROPE,Start
Christy Goldfuss,United States,798360902,329.87800000000004,NORTHERN AMERICA,Start
"James Tuchet, 7th Baron Audley",United Kingdom,798360912,67.16,EUROPE,Start
Jamey Heath,Canada,798361876,38.19,NORTHERN AMERICA,Start
Marguerite Lebrun,France,798366211,64.94,EUROPE,Stub
Francisco Bravo de Saravia,Spain,798366931,47.635,EUROPE,Stub
Jarwanid dynasty,Bahrain,798370570,1.465,ASIA,Start
Andrei Mocioni,Hungary,798371018,9.767000000000001,EUROPE,FA
Hunter Tootoo,Canada,798371441,38.19,NORTHERN AMERICA,C
Christiana Figueres,Costa Rica,798371628,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,B
Javad Shahrestani,Iran,798373981,84.15,ASIA,Stub
Rifat Shaykhutdinov,Russia,798375077,146.733,EUROPE,Stub
Ilias Psinakis,Greece,798375198,10.7,EUROPE,C
Maura Healey,United States,798375349,329.87800000000004,NORTHERN AMERICA,GA
Jaša Tomić,Serbia,798376820,6.957000000000001,EUROPE,Start
Ali Asghar Mounesan,Iran,798376847,84.15,ASIA,Stub
Jean D'Amour,Canada,798377541,38.19,NORTHERN AMERICA,Start
Jean Sarkozy,France,798378429,64.94,EUROPE,C
Jean-Claude Bajeux,Haiti,798379003,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,GA
Tayfur Sökmen,Turkey,798379022,83.73700000000001,ASIA,Stub
"Jean-Marie Roland, vicomte de la Platière",France,798379604,64.94,EUROPE,C
Benno Straucher,Romania,798379859,19.241,EUROPE,FA
Jean-Pierre Van Rossem,Belgium,798379997,11.515,EUROPE,C
Jeff Dudgeon,United Kingdom,798381696,67.16,EUROPE,Start
Kim Jong Suk (government official),"Korea, South",798385390,51.781000000000006,ASIA,Stub
Al-Assad family,Syria,798391085,19.398,ASIA,GA
Chandeshwor Jha,Nepal,798391286,29.996,ASIA,Stub
Sven Ranck,Sweden,798395754,10.377,EUROPE,Stub
Annika Strandhäll,Sweden,798395893,10.377,EUROPE,Stub
Henri Temple,France,798396680,64.94,EUROPE,Start
Luis de la Torre,Spain,798397527,47.635,EUROPE,Stub
Badmaanyambuugiin Bat-Erdene,Mongolia,798397638,3.361,ASIA,Start
Inna Shevchenko,Ukraine,798398477,41.778,EUROPE,GA
Jesús Aguilarte,Venezuela,798399530,28.645,LATIN AMERICA AND THE CARIBBEAN,Stub
Þorsteinn Víglundsson,Iceland,798400073,368.0,EUROPE,Stub
Leonid Ivashov,Russia,798402504,146.733,EUROPE,Start
Espérance Nyirasafari,Rwanda,798403361,12.952,AFRICA,Start
Jim Jordan (political consultant),United States,798405048,329.87800000000004,NORTHERN AMERICA,Start
Gustaf Åkerhielm,Sweden,798405296,10.377,EUROPE,Start
Srđan Srećković,Serbia,798405405,6.957000000000001,EUROPE,Start
Jim Silye,Canada,798406590,38.19,NORTHERN AMERICA,Start
Sydney Silverman,United Kingdom,798407249,67.16,EUROPE,Start
Péter Csizi,Hungary,798408484,9.767000000000001,EUROPE,Stub
Kivutha Kibwana,Kenya,798408497,53.528,AFRICA,Start
Luiz Fernando Pezão,Brazil,798408586,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Bogoljub Šijaković,Serbia,798409233,6.957000000000001,EUROPE,Stub
Joachim Lelewel,Poland,798410016,38.368,EUROPE,C
Bi Gan,China,798410524,1402.385,ASIA,Stub
Joaquim Chissano,Mozambique,798412007,31.166,AFRICA,C
"Ismael Abubakar, Jr.",Philippines,798412502,109.581,ASIA,Stub
Julienne Uwacu,Rwanda,798413243,12.952,AFRICA,Start
Joe Oliver (politician),Canada,798417174,38.19,NORTHERN AMERICA,C
Joe Vogler,United States,798418102,329.87800000000004,NORTHERN AMERICA,C
Nikola Selaković,Serbia,798419253,6.957000000000001,EUROPE,Start
Tamás Bakócz,Hungary,798419911,9.767000000000001,EUROPE,Start
Johan Van Overtveldt,Belgium,798419935,11.515,EUROPE,Stub
Johann Anton von Pergen,Austria,798419974,8.914,EUROPE,C
John Atta Mills,Ghana,798421869,31.073,AFRICA,FA
Ambaye Wolde Mariam,Eritrea,798423270,3.5460000000000003,AFRICA,C
"John Browne, Baron Browne of Madingley",United Kingdom,798423998,67.16,EUROPE,C
Hossein Ghorbanzadeh,Iran,798424099,84.15,ASIA,Stub
Arno Kompatscher,Italy,798425025,60.29600000000001,EUROPE,Start
John Cobb (Manitoba politician),Canada,798425800,38.19,NORTHERN AMERICA,Stub
Yonathan Betkolia,Iran,798426814,84.15,ASIA,Stub
Ion Dolănescu,Romania,798428484,19.241,EUROPE,Stub
John Heddle,United Kingdom,798432739,67.16,EUROPE,Stub
Zinovie Serdiuk,Moldova,798435966,3.535,EUROPE,Stub
Mikko Pesälä,Finland,798436915,5.529,EUROPE,Stub
Dimitri Gladki,Moldova,798437364,3.535,EUROPE,Stub
John P. Wheeler III,United States,798439249,329.87800000000004,NORTHERN AMERICA,C
Sagadat Nurmagambetov,Kazakhstan,798439598,18.732,ASIA,C
Nikita Salogor,Moldova,798441016,3.535,EUROPE,Stub
John S. Herrington,United States,798441576,329.87800000000004,NORTHERN AMERICA,Start
Pedro Vaz (diplomat),Uruguay,798441959,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
John Turmel,Canada,798443833,38.19,NORTHERN AMERICA,C
John Ya-Otto,Namibia,798445586,2.541,AFRICA,Stub
Johnny Abel,Canada,798446107,38.19,NORTHERN AMERICA,Stub
Adele Morris,United States,798446583,329.87800000000004,NORTHERN AMERICA,Start
Yeap Ghim Guan,Malaysia,798447592,32.781,ASIA,Start
Thanasak Patimaprakorn,Thailand,798447876,66.53399999999999,ASIA,C
Jonah Schein,Canada,798449309,38.19,NORTHERN AMERICA,Start
"Manuel Luís Osório, Marquis of Erval",Brazil,798449379,211.812,LATIN AMERICA AND THE CARIBBEAN,C
Jonathan Genest-Jourdain,Canada,798449933,38.19,NORTHERN AMERICA,Start
"Jonathan Hill, Baron Hill of Oareford",United Kingdom,798450122,67.16,EUROPE,C
Jonathan Tyler,United Kingdom,798451146,67.16,EUROPE,Start
Bohdan Beniuk,Ukraine,798452649,41.778,EUROPE,Start
Jose Manuel Valdes,Peru,798453337,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Joseph Fadahunsi,Nigeria,798454843,206.14,AFRICA,Stub
Joseph Howe,Canada,798455379,38.19,NORTHERN AMERICA,C
Joseph Matthias Gérard de Rayneval,France,798456103,64.94,EUROPE,Start
Tariq Anwar (politician),India,798458314,1400.1,ASIA,Start
Josh Matlow,Canada,798458572,38.19,NORTHERN AMERICA,C
José Barrionuevo,Spain,798460149,47.635,EUROPE,Start
José Francisco Ruiz Massieu,Mexico,798460315,127.792,LATIN AMERICA AND THE CARIBBEAN,Start
Sixto Durán Ballén,Ecuador,798461911,17.511,LATIN AMERICA AND THE CARIBBEAN,GA
T. S. Bajwa,India,798462703,1400.1,ASIA,Stub
João Lyra,Brazil,798463974,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Juan Antonio Iribarren,Chile,798464124,19.47,LATIN AMERICA AND THE CARIBBEAN,Stub
Juan Camilo Restrepo Salazar,Colombia,798464243,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Stub
Bernard Makuza,Rwanda,798467682,12.952,AFRICA,Start
Pierre Habumuremyi,Rwanda,798467708,12.952,AFRICA,Start
Dismas Nsengiyaremye,Rwanda,798467876,12.952,AFRICA,Stub
Prime Minister of Rwanda,Rwanda,798467972,12.952,AFRICA,Start
Julia Tukai Zvobgo,Zimbabwe,798468363,14.863,AFRICA,C
Evangelos Averoff,Greece,798468483,10.7,EUROPE,C
Julian Huppert,United Kingdom,798468815,67.16,EUROPE,C
Fan Sun-lu,Taiwan,798470372,23.61,ASIA,C
Julius Momo Udochi,Nigeria,798471351,206.14,AFRICA,Stub
Raja Kamarul Bahrin,Malaysia,798472672,32.781,ASIA,Stub
Juozas Bulavas,Lithuania,798473880,2.7939999999999996,EUROPE,Start
Justin Ahomadégbé-Tomêtin,Benin,798475985,12.209000000000001,AFRICA,FA
Jennette Arnold,United Kingdom,798476253,67.16,EUROPE,Start
Xu Hui,China,798476340,1402.385,ASIA,Start
Veronica Gambara,Italy,798477314,60.29600000000001,EUROPE,C
Kata Szidónia Petrőczy,Hungary,798477571,9.767000000000001,EUROPE,Stub
Els de Groen,Netherlands,798478092,17.467,EUROPE,Start
Myrthe Hilkens,Netherlands,798478300,17.467,EUROPE,Start
Izabela Czartoryska,Poland,798479185,38.368,EUROPE,Start
Nguyễn Huy Cận,Vietnam,798479738,96.209,ASIA,Stub
Wan Qingliang,China,798481182,1402.385,ASIA,C
Rajinder Kaur,India,798482202,1400.1,ASIA,Stub
Zuleika Alambert,Brazil,798483475,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Grace Akello,Uganda,798483499,45.74100000000001,AFRICA,Start
Catherine Obianuju Acholonu,Nigeria,798483512,206.14,AFRICA,C
Marie-Thérèse Assiga Ahanda,Cameroon,798483594,26.598000000000003,AFRICA,Start
Joyce Hayden,Canada,798484154,38.19,NORTHERN AMERICA,Start
Emily Hatoyama,Japan,798484893,125.96700000000001,ASIA,Start
Aspazija,Latvia,798484983,1.902,EUROPE,C
Maria Arbatova,Russia,798485439,146.733,EUROPE,C
Tatyana Nikitina,Russia,798485601,146.733,EUROPE,Stub
Bà Huyện Thanh Quan,Vietnam,798485655,96.209,ASIA,Stub
Nguyễn Thị Bích,Vietnam,798485656,96.209,ASIA,Stub
María Abella de Ramírez,Uruguay,798487557,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Carina Perelli,Uruguay,798487560,3.531,LATIN AMERICA AND THE CARIBBEAN,C
Hipatia Cárdenas de Bustamante,Ecuador,798487614,17.511,LATIN AMERICA AND THE CARIBBEAN,Stub
Anna Louise Beer,Norway,798487858,5.3870000000000005,EUROPE,Stub
Alojzija Štebi,Slovenia,798488329,2.103,EUROPE,GA
Sigrið av Skarði Joensen,Denmark,798488499,5.829,EUROPE,Start
Esther Vilenska,Israel,798488670,9.216000000000001,ASIA,Start
Ellisif Wessel,Norway,798488698,5.3870000000000005,EUROPE,Start
Olena Teliha,Ukraine,798488708,41.778,EUROPE,Start
Aïcha Mohamed Robleh,Djibouti,798488988,988.0,AFRICA,Stub
Bahriye Üçok,Turkey,798489006,83.73700000000001,ASIA,Start
Marta Rădulescu,Romania,798489018,19.241,EUROPE,GA
Bernadette Sanou Dao,Burkina Faso,798489070,20.903000000000002,AFRICA,Stub
Grace Mera Molisa,Vanuatu,798489209,321.0,OCEANIA,Start
Heloneida Studart,Brazil,798489222,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Aminata Traoré,Mali,798489295,20.250999999999998,AFRICA,Start
Erzsébet Nagy,Hungary,798489312,9.767000000000001,EUROPE,Start
Ingebjørg Kasin Sandsdalen,Norway,798489373,5.3870000000000005,EUROPE,Stub
Carmen Naranjo,Costa Rica,798489524,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Start
Svava Jakobsdóttir,Iceland,798489670,368.0,EUROPE,Stub
Sonomyn Udval,Mongolia,798489798,3.361,ASIA,Start
"Margaret Lally ""Ma"" Murray",Canada,798489930,38.19,NORTHERN AMERICA,B
Adalgisa Nery,Brazil,798489953,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Jaroslava Moserová,Czech Republic,798490261,10.716,EUROPE,Start
Lilas Desquiron,Haiti,798490523,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
Mabel Dove Danquah,Ghana,798490596,31.073,AFRICA,C
Kamal el-Din Hussein,Egypt,798490704,100.803,AFRICA,Start
Beatrice Greig,Trinidad and Tobago,798490789,1.369,LATIN AMERICA AND THE CARIBBEAN,C
Helen Vlachos,Greece,798490798,10.7,EUROPE,GA
Bertha Lutz,Brazil,798490838,211.812,LATIN AMERICA AND THE CARIBBEAN,C
Adriana Seroni,Italy,798490992,60.29600000000001,EUROPE,Start
Alda Neves da Graça do Espírito Santo,Sao Tome and Principe,798491008,0.21,AFRICA,Start
Delphine Zanga Tsogo,Cameroon,798491134,26.598000000000003,AFRICA,Stub
Milena Rudnytska,Poland,798491187,38.368,EUROPE,GA
María Currea Manrique,Colombia,798491380,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,C
Miêtta Santiago,Brazil,798491633,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Anna Hvoslef,Norway,798491956,5.3870000000000005,EUROPE,Stub
Kamini Jindal,India,798492139,1400.1,ASIA,Stub
Clara Sereni,Italy,798492544,60.29600000000001,EUROPE,Start
Hilda Käkikoski,Finland,798492698,5.529,EUROPE,Start
Elma Napier,Dominica,798492970,72.0,LATIN AMERICA AND THE CARIBBEAN,Start
Ehrengard Schramm,Germany,798493083,83.3,EUROPE,Stub
Odete Semedo,Guinea-Bissau,798493134,1.9269999999999998,AFRICA,Stub
Ana Mercedes Perez,Venezuela,798494245,28.645,LATIN AMERICA AND THE CARIBBEAN,Stub
Latifa Lakhdar,Tunisia,798494364,11.895999999999999,AFRICA,Start
Annette Kolb,Germany,798494662,83.3,EUROPE,Stub
Ellen Kuzwayo,South Africa,798494746,59.628,AFRICA,Start
Marcela Lagarde,Mexico,798494786,127.792,LATIN AMERICA AND THE CARIBBEAN,C
Kirsten Hansteen,Norway,798494973,5.3870000000000005,EUROPE,Stub
Teresa Giménez Barbat,Spain,798495270,47.635,EUROPE,Start
Roza Eldarova,Russia,798495423,146.733,EUROPE,Start
Senedu Gebru,Ethiopia,798495427,114.916,AFRICA,C
Vera Duarte,Cape Verde,798495771,556.0,AFRICA,Start
Maimu Berg,Estonia,798496045,1.331,EUROPE,Start
Kara Stein,United States,798496573,329.87800000000004,NORTHERN AMERICA,Start
Taketora Ogata,Japan,798497879,125.96700000000001,ASIA,Start
Karn Jit Budhathoki,Nepal,798499030,29.996,ASIA,Stub
Ahmet Fikri Tüzer,Turkey,798499769,83.73700000000001,ASIA,Stub
Jules Roche,France,798502146,64.94,EUROPE,Stub
Seiichi Tagawa,Japan,798503289,125.96700000000001,ASIA,Start
Ian Ling-Stuckey,Papua New Guinea,798504820,8.95,OCEANIA,Stub
Alfonso Lovo Cordero,Nicaragua,798505968,6.596,LATIN AMERICA AND THE CARIBBEAN,Stub
Joyce Moriku,Uganda,798506935,45.74100000000001,AFRICA,Start
